"","geneA","geneB"
"66",25.9482381271194,27.2530725215624
"67",21.0272647506853,20.6070493602177
"68",27.8892074235149,30.5392509024206
"69",28.0872939992518,28.9596567506314
"70",25.125215324931,15.7449832680889
"71",33.0316448838148,27.9788791715513
"72",25.6689979324105,20.8439658133531
"73",25.8654826653124,29.9679313753662
"74",30.9602148042953,23.5062082086842
"75",25.5225304741501,29.6930301256656
"76",22.152244311248,29.9096596726297
"77",32.8401431979339,29.9672697120133
"78",29.5493234885819,28.685988606955
"79",20.8925805375587,26.6698624791178
"80",30.6896966165228,23.407485455285
"81",26.2382971319658,20.0578142599222
"82",27.9681283605731,32.1781969474286
"83",34.37467487785,24.9791212779395
"84",23.8284609520673,19.2959629338811
"85",25.4606581103942,29.4614726929528
"86",30.0001212346136,30.8787592218909
"87",26.0854933856605,26.7820282241356
"88",28.6679262544571,23.7507329844811
"89",21.6411470993849,30.8038551249427
"90",25.7654184734485,33.2949965272128
"91",23.167078120829,23.2269072217316
"92",28.5056840990235,22.2643710303834
"93",28.2587617842721,21.374294892258
"94",27.9077853076591,30.3521088900798
"95",29.3962420703343,27.9970669935206
"96",21.39622283912,19.8021555546435
"97",24.2383334488015,22.5373519935258
"98",19.5831402460421,27.109311508758
"99",25.6098592760025,28.2057287155894
"100",31.3457731464013,29.7899464039734
"101",40.3770153682685,27.3095606184709
"102",25.1034272513667,31.6239758485814
"103",28.7047254267012,31.759537768684
"104",27.0600089137704,27.7187813903729
"105",22.532803809144,23.6267320831343
"106",30.2768368668516,26.0429874353013
"107",26.6654187660654,26.0976469280083
"108",35.8820298254549,25.273898105347
"109",25.478748198974,25.040488825658
"110",24.7263538886513,22.2232262861481
"111",26.1331243793873,19.8521542913547
"112",27.4612121136045,33.5089925658933
"113",26.4779102435095,23.1781471292543
"114",22.8780809643153,30.9429821877055
"115",23.8517590846826,26.275413185662
"116",23.5176903491465,19.1399338778815
"117",30.668322474032,35.1352490707953
"118",22.8975328698875,34.3862557814315
"119",26.0531094987872,26.3060410042902
"120",29.4494500467663,30.1719358328822
"121",24.114418807827,28.2417719364611
"122",28.6981019822732,23.2658398683611
"123",23.8225420789909,22.0988709815527
"124",28.2579839481423,24.5194581287922
"125",25.2987672278217,24.2925999925725
"126",24.8608696942602,29.3178537864364
"127",24.3844671945493,22.9633284662905
"128",26.5356244607284,20.6987875677361
"129",25.6393451714011,24.8346311298364
"130",29.0136643929869,28.2059195554122
"131",27.4798765029224,20.5081691989521
"132",29.9529716453699,24.8744126993253
"133",29.2518677174307,20.7219865237481
"134",27.9524301959623,26.2751813220486
"135",34.2789881458032,30.1985599748771
"136",21.2709432193198,27.5051692058206
"137",26.0787008972311,20.4803864165541
"138",26.8706041160267,30.4017743811463
"139",27.5461430648132,28.4748972159568
"140",22.5113881562111,29.6301432496544
"141",30.6907388809477,26.7282564346521
"142",24.4096746248574,21.8660135595485
"143",22.7614597455515,26.3031015257928
"144",30.4764118867778,34.3267307703047
"145",29.1901785456626,30.164151680273
"146",32.556577596694,25.9745271639134
"147",34.7524816615304,29.9999525722937
"148",22.3491524512467,32.5083396005931
"149",30.9470919297172,28.4568513562299
"150",35.4201267794351,25.0880267050998
"151",20.986056498449,25.9654934313329
"152",28.9774930801442,24.7519735680878
"153",35.4540085267142,33.378155476841
"154",31.5556171212181,30.1558963178613
"155",23.2221574685982,26.0235971005707
"156",15.1050599306006,20.605072088565
"157",29.668470679833,26.3717499879118
"158",26.8497547035491,25.2555098950863
"159",25.2652328290618,24.3193535362413
"160",27.8375184788269,27.9734749116594
"161",30.8962821422351,33.8795478734126
"162",28.4419633811906,25.5421020855613
"163",26.6098839573336,27.3624516842866
"164",29.6847589962299,33.9945584618527
"165",30.0785815139287,21.5635093236611
"166",23.7251658624836,26.3529843737569
"167",29.2424876736529,25.6065888693902
"168",19.4941505312209,23.8144754798052
"169",30.9467219009087,30.6313482276051
"170",34.8216609317382,32.7867014735174
"171",24.5950109852476,27.1213335042047
"172",30.2102116884842,29.5274469806243
"173",26.1532534138047,24.8135637427953
"174",29.5754490232181,25.7107058710663
"175",29.3147405900215,27.1523671417875
"176",32.8558065899417,28.3078958461462
"177",30.9365160363699,30.760689433488
"178",27.6545801829937,27.3735263759847
"179",27.731540395657,30.7005015556295
"180",29.3713760535171,22.283738141264
"181",29.4843058892951,28.8254386219467
"182",26.5114919014783,29.0662287662247
"183",28.3204042694036,29.8316898150258
"184",17.5381209454155,32.3419239847543
"185",24.3994928443574,27.2751678894067
"186",29.9212256505658,28.7402650928996
"187",28.4485711661739,31.7268552356714
"188",25.7839618227289,25.9833180071099
"189",26.3566341403695,23.4911558709291
"190",31.4413549688991,25.523756223313
"191",26.0316536343429,24.3204223342033
"192",24.3968867880713,23.1259533596988
"193",26.629193471787,30.8121313106471
"194",27.7956830654456,32.8071143197506
"195",29.0252772535401,32.9539951442928
"196",30.8467320004054,26.7689309605947
"197",31.9324800780866,29.9010552284375
"198",24.2462592810251,32.7803384697615
"199",29.6919387063269,38.5392604886843
"200",25.3787233392421,17.3855455125494
"201",29.4379197245294,24.575647870617
"202",25.5177494414118,31.4279756006832
"203",25.0202297732421,24.160276249394
"204",30.1178331008208,25.1548458032591
"205",31.4905688554477,28.8459091531954
"206",26.5085589107987,21.2322240250741
"207",24.7391534092357,24.601285055887
"208",28.8699754994975,26.0235523229088
"209",28.3593017880808,31.0973179805756
"210",26.8277393444769,29.8453087073017
"211",26.1307344466773,23.5876271887463
"212",29.8908329284916,27.575274991146
"213",24.948810892795,25.5575070321176
"214",17.6110993511873,19.395380556967
"215",24.8827063180302,33.0998523802703
"216",29.1588242884311,27.3150935993862
"217",29.6485623239554,28.6812037413054
"218",24.0648762425781,33.172671831779
"219",23.7914735129181,26.5120090621101
"220",29.7780660359944,30.9120888742715
"221",22.8040233428808,27.155257898992
"222",34.4961841379676,28.7709538698225
"223",28.9194608746208,25.9133742176575
"224",26.8430550820162,26.7013803821708
"225",29.3876506614284,24.7751666411613
"226",25.2905880242232,30.1924296876538
"227",24.6932219831224,28.7823391446092
"228",25.69761661967,31.1468330176784
"229",23.989320503303,28.4249809828489
"230",29.2412292910576,28.5756857910297
"231",33.757627191336,28.5901604031283
"232",26.3903133016548,31.7976438746734
"233",29.706608524406,22.9318685302449
"234",25.5660464033571,26.1234727445659
"235",31.0259360251298,22.7758296013082
"236",28.1858946629815,26.3549619434694
"237",24.0679085977343,29.5382532908796
"238",24.349166888662,26.4554628059665
"239",22.95428934457,31.5295378171595
"240",27.219717465607,21.0997673403438
"241",28.0126402831163,27.3349024137034
"242",33.6908455186824,27.0741068845619
"243",29.0961274389686,33.3623752440552
"244",32.1331475038756,28.89513496819
"245",27.3650213011939,20.9945308764429
"246",32.6542023555311,33.0679923319077
"247",25.7397187386002,24.7610600516372
"248",28.6505516573612,26.9471906018723
"249",20.8904190036843,26.157078615799
"250",28.5127750024998,26.4360582601896
"251",32.9080410744113,31.8070333045862
"252",25.9247650202568,29.1434982325625
"253",25.3011502161065,35.0565112019176
"254",26.2196847988004,26.0593582979183
"255",25.0463076273408,30.6395915869699
"256",23.1381268143743,21.1072257979466
"257",27.7064125609023,27.2101805331125
"258",26.0915192193847,26.9101780450705
"259",31.7366761507545,25.6864759344839
"260",17.4552763820571,29.4130228589419
"261",28.773929019095,23.7467323054806
"262",26.3228657827499,25.5483153753158
"263",33.2537948393482,24.0271783955775
"264",25.1784627507828,24.1356916423468
"265",24.0384866513026,14.2169525123137
"266",30.8950966208996,26.8750719123704
"267",26.5116732694382,24.6704178865217
"268",28.578622727949,29.9373767948891
"269",36.0505698519711,21.2949442383017
"270",30.5512566369799,29.1808067062362
"271",30.9847036254188,28.5604821612736
"272",24.5671472386515,28.3197339556892
"273",23.878419657971,21.8049803081788
"274",24.528583683894,24.4217122276899
"275",29.6700429161704,27.8716850882555
"276",24.8755717286337,29.3130478126604
"277",28.0938129110196,22.0620755558119
"278",24.8352400581867,19.3228686105348
"279",22.8106994858327,25.3925952425261
"280",24.8455039135934,28.4188662021649
"281",28.6851685448907,29.4355572838564
"282",24.2376117009283,31.2481813454979
"283",31.6503462873083,30.8008502255659
"284",29.1191923664041,26.2660141621898
"285",28.2155748113334,29.5669673440082
"286",28.1617261242099,23.4103437122032
"287",28.7678235428671,20.4048850967878
"288",27.2067546598622,27.1894550124945
"289",29.0050961536176,31.7937153274839
"290",35.5634710967664,34.1341534096385
"291",23.3279088752334,26.397109793384
"292",31.3891826845652,27.5910330242992
"293",28.1830985843084,36.0898362884597
"294",24.519965299787,26.8957121058091
"295",30.39636611873,25.6984362281597
"296",21.3903833242209,36.979127557025
"297",28.4679667903326,33.6654110607221
"298",20.2991723344388,26.0847478798876
"299",25.2047711573973,20.8993226872076
"300",24.4354900222134,30.4105687655597
"301",29.6652924618895,28.7418703740282
"302",25.5413094601595,24.5399976318234
"303",23.2230169131382,28.8069652426234
"304",31.3346957573934,29.2803700992027
"305",35.1455942131397,28.7212501649912
"306",25.420177313611,31.3643991786921
"307",29.4089123927515,23.9208790726305
"308",30.5797093950302,27.8539223794688
"309",26.9231544456051,28.1912402451998
"310",27.4515302889308,34.7194339612899
"311",29.6915204975798,26.7230195831126
"312",20.3689883281467,25.3572845769809
"313",22.6716214193474,21.3541539054542
"314",27.1053088075288,21.5046917304513
"315",35.8137223156967,36.3461365323818
"316",26.0200542717425,25.3675087152124
"317",25.606642719126,28.1465415265345
"318",29.7763307994225,24.4599316465065
"319",31.9907197299763,28.4697914700015
"320",25.3842783058019,24.6415598817128
"321",26.1577129497677,21.2212476654629
"322",28.9446981873237,26.2937353836955
"323",28.4304662120672,27.9748862343194
"324",23.2917882209073,26.497810074802
"325",36.8778773704723,33.5880077050012
"326",23.4317192754934,29.5566542078445
"327",24.5654956312751,23.086752914061
"328",29.6694872214254,28.5810296808408
"329",23.8343522124236,18.0644989524385
"330",28.4671143452706,23.2733808511548
"331",26.688313283782,27.8303668620543
"332",28.4172976829762,21.7098961199015
"333",31.5600294658561,30.7338839770054
"334",23.3427271313207,27.6937424807238
"335",32.725067173039,28.2849639368126
"336",21.4065984743258,23.2051484336616
"337",32.5961538119591,29.8952957566564
"338",23.8729919308319,17.2677457948269
"339",23.8508766432356,30.2027545962913
"340",30.6754713055142,26.0693715960114
"341",29.0441059154234,20.9064635746979
"342",16.6241622697496,27.5176450132628
"343",22.4761153684147,33.5529495946778
"344",31.6786252672843,22.5396133617598
"345",26.8104501774644,31.6794541910943
"346",27.5846633844667,35.7915193902628
"347",20.5337615812172,26.3362684553478
"348",27.2604232870222,29.7071431962891
"349",17.435136739582,29.4664682128761
"350",33.3058738545915,28.7287327785771
"351",24.8968370675654,26.5690436599698
"352",29.3909600938199,29.5447288637743
"353",25.0540464338822,33.4257449534159
"354",25.5619971383231,23.741027785504
"355",24.7659421062045,16.5932000782816
"356",24.3133144675289,26.5332319924165
"357",25.3851598106492,33.1331391822736
"358",31.5420576411602,27.5099607247416
"359",31.5538256247276,29.7253724399383
"360",24.813322471971,22.3542564725501
"361",29.1091140366906,23.3705170614491
"362",32.2628489974451,25.1452454406311
"363",26.2454095256603,23.1111204556634
"364",24.4052590757881,25.5537384907615
"365",27.3451421239694,29.3926985110547
"366",26.2341019781479,24.4870467483429
"367",24.6144189293311,30.4473224081026
"368",27.6425999583391,27.0794174430277
"369",30.7028103530017,26.9566124428773
"370",24.7037623633283,24.8912430932757
"371",29.6309218193263,35.1768850747019
"372",23.8592936079307,27.5087785604626
"373",26.2281313140725,25.2157912215197
"374",28.6783277830105,24.3968344349479
"375",23.0600104691204,31.2439309467088
"376",21.3294025237022,31.8654882425466
"377",27.907774375273,24.7979547954859
"378",24.9471140927079,26.1844208136149
"379",34.1826526236742,34.2275139605631
"380",25.9627167409432,22.8169442107722
"381",25.4788355698602,29.5989333529991
"382",31.1297907439468,21.3539555725781
"383",28.7922334072951,26.846545032989
"384",26.5221770912416,27.6696656507385
"385",30.0766236738982,33.39038062327
"386",26.7466249668236,29.6728163436731
"387",20.8272747537262,23.1652799649579
"388",25.9281652096783,33.1598033076184
"389",24.9643254394195,28.2154077666637
"390",28.3827154367959,33.0914137466163
"391",28.0622269697508,26.0266201948026
"392",25.6381514593851,32.9689374359545
"393",31.1301020770159,28.4080379392456
"394",26.0736480563453,20.8381603451148
"395",28.8793552558529,33.9099797116097
"396",33.4988434175221,23.9213767643194
"397",25.3632351924299,26.0694080126455
"398",20.7093881689235,32.3004977151035
"399",19.5978025571977,26.0295193052333
"400",26.3447042666986,26.5207998441776
"401",32.0038173220068,34.39242183485
"402",30.9415207502389,27.9440418543371
"403",31.5919998387009,23.5847904307946
"404",23.8939300349438,24.9663029476325
"405",27.4623927575741,32.4738383044913
"406",20.616488929656,20.617000572129
"407",29.4380824120606,26.0876264444666
"408",27.2735967389559,26.0771541868291
"409",27.9039055219262,28.0935382757919
"410",24.3457354405043,34.0225241841211
"411",31.5429371589233,31.1195448132609
"412",27.8452023306107,26.6297233139228
"413",32.569842262294,26.5129970372437
"414",27.6820074412764,30.8575470398403
"415",29.5131119193802,29.0695667134255
"416",29.0640864181117,25.4102351209897
"417",22.0853552247696,25.221116260344
"418",23.9724106823755,25.0427047983666
"419",22.1277494338582,22.2077086684542
"420",27.8813027956865,29.9019501679526
"421",21.2022909748085,22.1555382694131
"422",30.3623920249285,33.3986462435642
"423",24.1423245664062,29.2263579056987
"424",25.4915502261748,25.8278612785729
"425",30.9470343395763,28.3377809316111
"426",27.0613115605106,25.1244528675218
"427",35.7034011013317,27.341438150595
"428",20.6431490382721,24.7777575837926
"429",27.0475974157459,31.9434762919345
"430",27.5226674256051,35.2496502508606
"431",35.156154367921,31.8489151414372
"432",28.6685503265827,34.2850112199473
"433",33.2487165913166,26.8290599751249
"434",21.9391628322427,26.383185375987
"435",24.5568413872457,35.588388591262
"436",29.5620827258673,30.5613472053942
"437",18.5297198344722,25.3719640180024
"438",23.7713096697031,24.6909086646638
"439",27.3183944941869,23.0177412368902
"440",28.6892606288088,25.2292634601015
"441",27.253374382298,22.931179929851
"442",28.6612701030296,35.0186744013121
"443",28.6294871583565,24.0382917653524
"444",26.5354470972817,24.7068229854592
"445",27.7802115161706,29.6892579778439
"446",22.6049773265846,28.9143239140958
"447",23.3230054907001,23.0859857338754
"448",24.3630853861564,26.3955027973
"449",30.0178957833309,25.1508590647893
"450",24.1894839710298,27.2734298106786
"451",19.2703332712941,27.7438287709237
"452",26.0401749907336,33.4903478521163
"453",29.244498178455,19.4476850401012
"454",18.477021216648,21.4846546586735
"455",31.1995479274812,27.5494860159971
"456",33.9833108714339,25.9834216404122
"457",27.5104041334204,29.39772662017
"458",29.742405615586,28.82638344027
"459",23.0966088690941,23.4082307512182
"460",28.3401584880387,33.2885525562059
"461",26.3673149449618,31.6834199675661
"462",31.0179172508617,26.919577122562
"463",26.8267322454087,30.5053799852899
"464",35.5114717440964,25.8019063744788
"465",23.3248686308972,20.9382309940803
"466",27.7358012640605,25.9965397351415
"467",28.3196118390502,26.5292009120414
"468",30.1131656419126,31.9260623171718
"469",37.2599914351635,28.2087871844486
"470",29.2545755562294,21.1128435384502
"471",26.9027299615282,31.8913831054616
"472",27.7937181738538,24.9150161782814
"473",28.7225193720752,23.3237240016253
"474",27.5649842671745,26.1811053855989
"475",25.0374511962839,27.6271957512661
"476",26.3352094333919,27.4348459281535
"477",26.1896718842867,27.4334175173481
"478",21.7833764197632,27.6547340763133
"479",27.4463787545319,23.1953420581532
"480",34.0893421042288,23.9923445249887
"481",31.4634636879569,24.4327398446568
"482",24.5688839167529,25.709054646471
"483",25.7128331398884,23.9834607395989
"484",33.1881845145402,24.440397156227
"485",27.6410139674653,20.8372597585414
"486",27.2676879618434,28.8885217271858
"487",26.1875773766228,26.3719096046826
"488",32.7091078015326,22.7471836453974
"489",27.7017365891027,23.2532417989763
"490",30.9141911816859,29.2728298462624
"491",29.313835705321,24.5609097023795
"492",24.5480623886981,28.6233286530364
"493",29.0309509053602,27.3628821892441
"494",29.3881443184104,23.3418479764481
"495",22.9003215653876,25.8233774221597
"496",24.7905866774812,30.1057902206125
"497",30.1881925110665,20.1158523392665
"498",31.0656955021339,28.8011508905012
"499",25.8820333612061,18.694317991064
"500",26.7690500632078,30.6684714696394
